"model.id","drug","time","volume","body.weight"
"X.011.evus","everolimus",7,281.6,20.4
"X.011.evus","everolimus",11,330.8,20.2
"X.011.evus","everolimus",14,324.5,20
"X.011.evus","everolimus",18,330.2,20.1
"X.011.evus","everolimus",21,382.2,20.2
"X.011.evus","everolimus",25,367.3,20.1
"X.011.evus","everolimus",29,445.4,20.2
"X.011.fiab","figitumumab",0,202.7,20.9
"X.011.fiab","figitumumab",5,226.1,21.4
"X.011.fiab","figitumumab",8,244.8,21.1
"X.011.fiab","figitumumab",12,293.9,20.2
"X.011.fiab","figitumumab",16,361.2,20.2
"X.011.fiab","figitumumab",19,410.6,20.1
"X.011.fiab","figitumumab",22,473.9,19.4
"X.011.fiab","figitumumab",26,571.1,19.4
"X.011.HD01","HDM201",0,224.1,21.4
"X.011.HD01","HDM201",5,310.5,20.4
"X.011.HD01","HDM201",8,345.2,20.9
"X.011.HD01","HDM201",12,382.2,18.1
"X.011.HD01","HDM201",16,399,18.9
"X.011.HD01","HDM201",19,455.1,19.3
"X.011.HD01","HDM201",22,486,20.1
"X.011.HD01","HDM201",26,540.5,17.3
"X.011.HS90","HSP990",0,222.9,25.7
"X.011.HS90","HSP990",2,190.3,25.1
"X.011.HS90","HSP990",6,291.3,25.6
"X.011.HS90","HSP990",9,490,26.1
"X.011.HS90","HSP990",13,880.1,27.5
"X.011.HS90","HSP990",16,886.5,25.2
"X.011.HS90","HSP990",20,1046.2,26
"X.011.HS90","HSP990",24,1155.6,26.7
"X.011.IN80","INC280",0,212.1,20.9
"X.011.IN80","INC280",6,257.2,22.1
"X.011.IN80","INC280",9,300.6,21.3
"X.011.IN80","INC280",13,368.8,20.6
"X.011.IN80","INC280",16,360.7,20.2
"X.011.IN80","INC280",20,455.4,20.3
"X.011.IN80","INC280",23,594.1,20.3
"X.011.IN80","INC280",27,647,20.6
"X.011.IN80","INC280",30,966.4,20.6
"X.011.IN80.trab","INC280 + trastuzumab",0,269.4,20.6
"X.011.IN80.trab","INC280 + trastuzumab",6,336.4,20
"X.011.IN80.trab","INC280 + trastuzumab",9,366.4,19.2
"X.011.IN80.trab","INC280 + trastuzumab",13,476.9,19.8
"X.011.IN80.trab","INC280 + trastuzumab",16,451,20.2
"X.011.IN80.trab","INC280 + trastuzumab",20,373.9,20.1
"X.011.IN80.trab","INC280 + trastuzumab",23,482.1,18.7
"X.011.IN80.trab","INC280 + trastuzumab",27,444.8,19.8
"X.011.IN80.trab","INC280 + trastuzumab",30,609,19.7
"X.011.LE11","LEE011",0,203.4,20.5
"X.011.LE11","LEE011",2,203.1,21.3
"X.011.LE11","LEE011",6,213.5,20.9
"X.011.LE11","LEE011",9,304.1,20.7
"X.011.LE11","LEE011",13,344.7,21.5
"X.011.LE11","LEE011",16,388.7,22
"X.011.LE11","LEE011",20,364.9,19.7
"X.011.LE11","LEE011",24,479,20.1
"X.011.LE11.evus","LEE011 + everolimus",0,212.3,23.1
"X.011.LE11.evus","LEE011 + everolimus",2,199.3,22.3
"X.011.LE11.evus","LEE011 + everolimus",6,353.5,22.2
"X.011.LE11.evus","LEE011 + everolimus",9,345.2,21
"X.011.LE11.evus","LEE011 + everolimus",13,311.1,20.5
"X.011.LE11.evus","LEE011 + everolimus",17,416.6,20.4
"X.011.LE11.evus","LEE011 + everolimus",23,472.8,20.5
"X.011.LE11.evus","LEE011 + everolimus",28,475,21
"X.011.LE11.evus","LEE011 + everolimus",31,527.4,21.6
"X.011.LE11.evus","LEE011 + everolimus",34,538.8,22
"X.011.LE11.evus","LEE011 + everolimus",37,630.1,21.4
"X.011.LE11.evus","LEE011 + everolimus",42,675,20.5
"X.011.LJ16","LJM716",0,218.2,19.3
"X.011.LJ16","LJM716",6,266.8,18
"X.011.LJ16","LJM716",9,326,18.2
"X.011.LJ16","LJM716",13,381.9,17.6
"X.011.LJ16","LJM716",16,440.3,17.2
"X.011.LJ16","LJM716",20,558.1,17.8
"X.011.LJ16","LJM716",23,643.3,18.4
"X.011.LJ16","LJM716",27,756.9,19.1
"X.011.LJ16","LJM716",30,947.6,18.6
"X.011.LJ16.trab","LJM716 + trastuzumab",0,212.7,23.2
"X.011.LJ16.trab","LJM716 + trastuzumab",6,240,21.9
"X.011.LJ16.trab","LJM716 + trastuzumab",9,307.6,21.8
"X.011.LJ16.trab","LJM716 + trastuzumab",13,335.4,21.1
"X.011.LJ16.trab","LJM716 + trastuzumab",16,438.3,22
"X.011.LJ16.trab","LJM716 + trastuzumab",20,556.3,21.4
"X.011.LJ16.trab","LJM716 + trastuzumab",23,533.2,22.1
"X.011.LJ16.trab","LJM716 + trastuzumab",27,656.7,21.9
"X.011.LJ16.trab","LJM716 + trastuzumab",30,738.1,21
"X.011.LL71","LLM871",0,247.6,24.6
"X.011.LL71","LLM871",2,292.4,24.8
"X.011.LL71","LLM871",6,462.8,25.6
"X.011.LL71","LLM871",9,622,25.7
"X.011.LL71","LLM871",13,867.2,26.9
"X.011.LL71","LLM871",16,1096.2,25.6
"X.011.LL71","LLM871",20,1239,26.1
"X.011.LL71","LLM871",24,1367,26.5
"X.011.trab","trastuzumab",0,236.4,18.5
"X.011.trab","trastuzumab",2,244.2,18.5
"X.011.trab","trastuzumab",6,394.3,18.6
"X.011.trab","trastuzumab",9,547.8,18.4
"X.011.trab","trastuzumab",13,766,18.2
"X.011.trab","trastuzumab",16,845.9,17.2
"X.011.trab","trastuzumab",20,1170.4,16.1
"X.011.trab","trastuzumab",24,1282.4,16.5
"X.015.BG98","BGJ398",0,206.1,22
"X.015.BG98","BGJ398",4,197.8,23.4
"X.015.BG98","BGJ398",11,408.2,22.7
"X.015.BG98","BGJ398",14,509.3,22.7
"X.015.BG98","BGJ398",18,720.1,23.2
"X.015.BG98","BGJ398",21,804.4,24.4
"X.015.BG98","BGJ398",25,873.7,23.7
"X.015.BG98","BGJ398",28,960.5,24.5
"X.015.BG98","BGJ398",32,1046.7,24
"X.015.BG98","BGJ398",35,1040.7,24.3
"X.015.BG98","BGJ398",38,1183.6,24
"X.015.BG98","BGJ398",44,1206.4,21.8
"X.015.BG98","BGJ398",48,1458.4,22.4
"X.015.biib","binimetinib",0,213.8,26.3
"X.015.biib","binimetinib",3,162.7,26.2
"X.015.biib","binimetinib",7,99,24.9
"X.015.biib","binimetinib",9,99.9,26.1
"X.015.biib","binimetinib",14,113.1,25.8
"X.015.biib","binimetinib",19,64.7,25.2
"X.015.biib","binimetinib",23,42.2,25.4
"X.015.biib","binimetinib",27,68.6,25.4
"X.015.biib","binimetinib",30,36.9,24.7
"X.015.biib","binimetinib",34,51.3,23.5
"X.015.biib","binimetinib",37,92,22.8
"X.015.biib","binimetinib",51,167.6,23.7
"X.015.biib","binimetinib",56,190.1,23
"X.015.biib","binimetinib",59,180.6,23.1
"X.015.biib","binimetinib",62,161,22.6
"X.015.biib","binimetinib",65,175,22.6
"X.015.biib","binimetinib",70,196.3,22.4
"X.015.biib","binimetinib",73,171.1,22.8
"X.015.biib","binimetinib",77,188.9,22.9
"X.015.biib","binimetinib",80,221.8,23
"X.015.biib","binimetinib",84,274.4,23.4
"X.015.biib","binimetinib",88,253.1,23.5
"X.015.biib","binimetinib",94,617.9,23.7
"X.015.biib","binimetinib",101,831.3,23.9
"X.015.biib","binimetinib",105,770.4,23.3
"X.015.BK20","BKM120",0,243.7,24.4
"X.015.BK20","BKM120",4,213.2,22.3
"X.015.BK20","BKM120",11,361.4,24.6
"X.015.BK20","BKM120",14,438.9,24
"X.015.BK20","BKM120",18,540.2,24.9
"X.015.BK20","BKM120",21,512.3,24.3
"X.015.BK20","BKM120",25,611.2,24.8
"X.015.BK20","BKM120",28,626.4,25.4
"X.015.BK20","BKM120",32,794,25.6
"X.015.BK20","BKM120",35,807.6,24.8
"X.015.BK20","BKM120",38,844.8,23.6
"X.015.BK20","BKM120",44,891.9,25.1
"X.015.BK20","BKM120",48,1042.9,25.5
"X.015.BK20","BKM120",52,1149.8,25.9
"X.015.BY19","BYL719",0,215.7,21.1
"X.015.BY19","BYL719",5,226.1,22.7
"X.015.BY19","BYL719",8,233.9,22.4
"X.015.BY19","BYL719",12,250.8,22.1
"X.015.BY19","BYL719",15,257.2,22.8
"X.015.BY19","BYL719",19,278.6,22.7
"X.015.BY19","BYL719",22,272.9,23.2
"X.015.BY19","BYL719",26,329.5,22.7
"X.015.BY19","BYL719",29,307.9,22.2
"X.015.BY19","BYL719",32,357.9,22
"X.015.BY19","BYL719",38,336.5,22.3
"X.015.BY19","BYL719",42,410.7,21.9
"X.015.BY19","BYL719",46,446.8,21
"X.015.BY19","BYL719",49,446.5,21.3
"X.015.BY19","BYL719",54,497.8,21.7
"X.015.BY19","BYL719",58,579.4,21.6
"X.015.BY19","BYL719",63,677.1,22.4
"X.015.BY19","BYL719",67,711.5,20.6
"X.015.BY19.HS90","BYL719 + HSP990",0,229.5,25.2
"X.015.BY19.HS90","BYL719 + HSP990",5,358.4,26.5
"X.015.BY19.HS90","BYL719 + HSP990",10,316.9,21.9
"X.015.BY19.HS90","BYL719 + HSP990",14,301.8,24
"X.015.BY19.HS90","BYL719 + HSP990",18,354.8,25
"X.015.BY19.HS90","BYL719 + HSP990",21,439.1,25.9
"X.015.BY19.HS90","BYL719 + HSP990",25,394.9,26.3
"X.015.BY19.HS90","BYL719 + HSP990",28,529.9,26
"X.015.BY19.HS90","BYL719 + HSP990",32,491.9,25.3
"X.015.BY19.HS90","BYL719 + HSP990",36,472,24.6
"X.015.BY19.HS90","BYL719 + HSP990",42,544.4,24.7
"X.015.BY19.HS90","BYL719 + HSP990",47,662.7,25.1
"X.015.BY19.HS90","BYL719 + HSP990",50,656.7,24.5
"X.015.BY19.HS90","BYL719 + HSP990",53,550.6,24.1
"X.015.BY19.HS90","BYL719 + HSP990",56,633.8,23.6
"X.015.BY19.HS90","BYL719 + HSP990",61,716.7,21.5
"X.015.BY19.LJ16","BYL719 + LJM716",0,211.2,23.7
"X.015.BY19.LJ16","BYL719 + LJM716",3,228.3,22.4
"X.015.BY19.LJ16","BYL719 + LJM716",10,236.9,22.9
"X.015.BY19.LJ16","BYL719 + LJM716",14,235.5,22.1
"X.015.BY19.LJ16","BYL719 + LJM716",16,110.3,20.9
"X.015.BY19.LJ16","BYL719 + LJM716",21,49.6,21.6
"X.015.BY19.LJ16","BYL719 + LJM716",26,42.3,22
"X.015.BY19.LJ16","BYL719 + LJM716",30,12.9,22.3
"X.015.BY19.LJ16","BYL719 + LJM716",34,7.2,21.9
"X.015.BY19.LJ16","BYL719 + LJM716",37,7.9,23
"X.015.BY19.LJ16","BYL719 + LJM716",136,0,19
"X.015.CL57","CLR457",0,214.6,23.7
"X.015.CL57","CLR457",3,198.3,20.7
"X.015.CL57","CLR457",7,239.5,22
"X.015.CL57","CLR457",10,227.4,21.4
"X.015.CL57","CLR457",14,311.1,22.4
"X.015.CL57","CLR457",16,351.7,22.2
"X.015.CL57","CLR457",21,373.3,23.5
"X.015.CL57","CLR457",26,461.6,22.2
"X.015.CL57","CLR457",30,457.9,22.2
"X.015.CL57","CLR457",34,594.4,23
"X.015.CL57","CLR457",37,610.8,22.7
"X.015.CL57","CLR457",41,817.9,23.1
"X.015.evus","everolimus",0,288.1,22.6
"X.015.evus","everolimus",4,366.7,23.8
"X.015.evus","everolimus",11,452.3,25.9
"X.015.evus","everolimus",14,397.3,26.1
"X.015.evus","everolimus",18,569.8,26.6
"X.015.evus","everolimus",21,617.8,27.1
"X.015.evus","everolimus",25,689.8,27.2
"X.015.evus","everolimus",28,641.7,27.1
"X.015.evus","everolimus",32,645.1,26.8
"X.015.evus","everolimus",35,758.2,27.1
"X.015.evus","everolimus",38,806.5,26.5
"X.015.evus","everolimus",44,846.8,26.3
"X.015.evus","everolimus",48,860.8,24.9
"X.015.evus","everolimus",52,1001.1,24.1
"X.015.fiab","figitumumab",0,270.1,25.1
"X.015.fiab","figitumumab",5,172.7,26
"X.015.fiab","figitumumab",8,183,25.6
"X.015.fiab","figitumumab",12,209.1,25.8
"X.015.fiab","figitumumab",15,231.6,26.7
"X.015.fiab","figitumumab",19,300,26.4
"X.015.fiab","figitumumab",22,328.2,25.8
"X.015.fiab","figitumumab",26,452.4,26.3
"X.015.fiab","figitumumab",29,440.7,26.3
"X.015.fiab","figitumumab",32,473,26.1
"X.015.fiab","figitumumab",38,529.4,27
"X.015.fiab","figitumumab",42,627.2,26.6
"X.015.fiab","figitumumab",46,644.6,25.8
"X.015.fiab","figitumumab",49,768,26.7
"X.015.fiab","figitumumab",54,827.4,26.7
"X.015.fiab","figitumumab",58,912.3,26
"X.015.fiab","figitumumab",63,911,26.9
"X.015.fiab","figitumumab",67,931.8,26.7
"X.015.fiab","figitumumab",71,930.7,27.1
"X.015.fiab","figitumumab",75,1248.2,27.8
"X.015.HD01","HDM201",0,300.7,26.6
"X.015.HD01","HDM201",5,572.1,28.2
"X.015.HD01","HDM201",8,737.3,27.5
"X.015.HD01","HDM201",12,1055.1,28.6
"X.015.HS90","HSP990",0,234.1,24
"X.015.HS90","HSP990",3,249.5,24.9
"X.015.HS90","HSP990",7,313.9,24.9
"X.015.HS90","HSP990",10,374.3,25.2
"X.015.HS90","HSP990",14,455.8,25.6
"X.015.HS90","HSP990",17,427.5,25
"X.015.HS90","HSP990",20,526.4,25.4
"X.015.HS90","HSP990",26,743.7,27.2
"X.015.HS90","HSP990",30,727.5,27.8
"X.015.HS90","HSP990",34,778.9,26.6
"X.015.HS90","HSP990",37,869.2,27.4
"X.015.HS90","HSP990",42,945,27.8
"X.015.HS90","HSP990",46,1167.3,28.4
"X.015.HS90","HSP990",51,1175.3,27.5
"X.015.HS90","HSP990",55,1184.3,27
"X.015.HS90","HSP990",59,1225.5,26.7
"X.015.HS90","HSP990",63,1193.1,27.4
"X.015.IN80","INC280",0,200,22.5
"X.015.IN80","INC280",4,286.8,23.6
"X.015.IN80","INC280",7,446.1,23.5
"X.015.IN80","INC280",11,649,23
"X.015.IN80","INC280",13,640.8,22.7
"X.015.IN80","INC280",18,636.1,24
"X.015.IN80","INC280",23,834.8,24.1
"X.015.IN80","INC280",27,997.7,23.7
"X.015.IN80","INC280",31,1070.2,23.9
"X.015.IN80.trab","INC280 + trastuzumab",0,204.4,23.1
"X.015.IN80.trab","INC280 + trastuzumab",4,367.2,24.2
"X.015.IN80.trab","INC280 + trastuzumab",7,291.1,23.5
"X.015.IN80.trab","INC280 + trastuzumab",11,542,23.7
"X.015.IN80.trab","INC280 + trastuzumab",13,434.2,22.7
"X.015.IN80.trab","INC280 + trastuzumab",18,724.1,24.1
"X.015.IN80.trab","INC280 + trastuzumab",23,999.1,23.8
"X.015.IN80.trab","INC280 + trastuzumab",27,1274.9,24.3
"X.015.IN80.trab","INC280 + trastuzumab",31,1337.2,24.8
"X.015.LE11","LEE011",0,273.9,25.6
"X.015.LE11","LEE011",3,281.6,26.4
"X.015.LE11","LEE011",7,417.6,25.6
"X.015.LE11","LEE011",10,417.9,25.4
"X.015.LE11","LEE011",14,522.4,25.5
"X.015.LE11","LEE011",17,505,26.6
"X.015.LE11","LEE011",20,552,25.9
"X.015.LE11","LEE011",26,745.9,25.4
"X.015.LE11","LEE011",30,676.6,24.1
"X.015.LE11","LEE011",34,673.2,24
"X.015.LE11","LEE011",37,727.5,24.3
"X.015.LE11","LEE011",42,771.4,24
"X.015.LE11","LEE011",46,859.6,24.3
"X.015.LE11","LEE011",51,989.4,25.5
"X.015.LE11","LEE011",55,1096.9,26.1
"X.015.LE11","LEE011",59,1127.6,24.9
"X.015.LE11","LEE011",63,1342.5,25.8
"X.015.LE11.evus","LEE011 + everolimus",0,215.1,24.1
"X.015.LE11.evus","LEE011 + everolimus",3,239.3,22.5
"X.015.LE11.evus","LEE011 + everolimus",7,245,21.4
"X.015.LE11.evus","LEE011 + everolimus",10,391.3,20.8
"X.015.LE11.evus","LEE011 + everolimus",16,244.5,20.7
"X.015.LE11.evus","LEE011 + everolimus",21,280.5,20.8
"X.015.LE11.evus","LEE011 + everolimus",26,316.1,20
"X.015.LE11.evus","LEE011 + everolimus",30,307.8,18.4
"X.015.LJ16","LJM716",0,237.3,24.5
"X.015.LJ16","LJM716",3,228.6,23.5
"X.015.LJ16","LJM716",7,345,24.7
"X.015.LJ16","LJM716",9,395.5,23.9
"X.015.LJ16","LJM716",14,387.3,24.6
"X.015.LJ16","LJM716",19,616.4,24.8
"X.015.LJ16","LJM716",23,752.6,24.7
"X.015.LJ16","LJM716",27,902.5,25.6
"X.015.LJ16.trab","LJM716 + trastuzumab",0,223.2,22
"X.015.LJ16.trab","LJM716 + trastuzumab",4,183.9,22.2
"X.015.LJ16.trab","LJM716 + trastuzumab",7,229.2,21
"X.015.LJ16.trab","LJM716 + trastuzumab",11,274.4,21.1
"X.015.LJ16.trab","LJM716 + trastuzumab",13,317.2,19.5
"X.015.LJ16.trab","LJM716 + trastuzumab",18,461.1,19.9
"X.015.LJ16.trab","LJM716 + trastuzumab",23,466.2,17.3
"X.015.LJ16.trab","LJM716 + trastuzumab",27,600.5,17.8
"X.015.LL71","LLM871",0,221.9,23.7
"X.015.LL71","LLM871",3,236.5,24.9
"X.015.LL71","LLM871",7,307.8,24.9
"X.015.LL71","LLM871",10,404.7,24.9
"X.015.LL71","LLM871",14,502.2,25.2
"X.015.LL71","LLM871",17,558.9,24.7
"X.015.LL71","LLM871",20,565.9,24.4
"X.015.LL71","LLM871",26,690.2,25.4
"X.015.LL71","LLM871",30,783,26.3
"X.015.LL71","LLM871",34,840.2,25
"X.015.LL71","LLM871",37,943.9,25.4
"X.015.LL71","LLM871",42,1090.1,25.2
"X.015.trab","trastuzumab",0,205.4,25.6
"X.015.trab","trastuzumab",3,213.8,24.9
"X.015.trab","trastuzumab",7,208.8,25.1
"X.015.trab","trastuzumab",10,206.6,25.2
"X.015.trab","trastuzumab",14,289.8,26.3
"X.015.trab","trastuzumab",17,386.3,25.8
"X.015.trab","trastuzumab",20,377.1,25.5
"X.015.trab","trastuzumab",26,528.8,26.5
"X.015.trab","trastuzumab",30,539.7,25.8
"X.015.trab","trastuzumab",34,530.4,26.1
"X.015.trab","trastuzumab",37,571.9,26.1
"X.015.trab","trastuzumab",42,616.4,25.9
"X.015.trab","trastuzumab",46,738.4,26.2
"X.015.trab","trastuzumab",51,771.4,27.1
"X.015.trab","trastuzumab",55,795.5,25.8
"X.015.trab","trastuzumab",59,761.5,24.1
"X.015.trab","trastuzumab",63,748.1,24.5
"X.015.trab","trastuzumab",66,781.3,24.2
"X.015.trab","trastuzumab",70,849.5,23.4
"X.015.trab","trastuzumab",73,908.6,24.6
"X.015.trab","trastuzumab",78,967.3,25.3
"X.015.trab","trastuzumab",84,937.7,24.8
"X.015.trab","trastuzumab",89,1070.4,23.6
"X.015.trab","trastuzumab",94,1188.4,23.9
"X.015.uned","untreated",0,198.4,25.7
"X.015.uned","untreated",3,171.6,27.9
"X.015.uned","untreated",6,255.2,26.5
"X.015.uned","untreated",12,361.8,25.5
"X.015.uned","untreated",15,312.1,26.6
"X.015.uned","untreated",19,360.1,27.1
"X.015.uned","untreated",24,492.1,26.8
"X.015.uned","untreated",28,571.6,26.8
"X.015.uned","untreated",33,563.2,26.9
"X.015.uned","untreated",37,672.9,27.1
"X.015.uned","untreated",41,734.6,28.4
"X.015.uned","untreated",46,1191,28.5
"X.015.uned","untreated",50,985.2,28.2
"X.015.uned","untreated",59,1062.5,27.9
"X.015.uned","untreated",66,1082.1,29
"X.015.uned","untreated",71,1690.1,29.1
"X.017.BG98","BGJ398",0,245.8,25.1
"X.017.BG98","BGJ398",6,180.7,25.1
"X.017.BG98","BGJ398",10,197.3,25.6
"X.017.BG98","BGJ398",14,199.8,26
"X.017.BG98","BGJ398",22,202.3,26.5
"X.017.BG98","BGJ398",26,280.3,26.4
"X.017.BG98","BGJ398",31,292.2,25.9
"X.017.BG98","BGJ398",35,302.8,26.7
"X.017.BG98","BGJ398",39,291.7,25.2
"X.017.BG98","BGJ398",43,322.4,25.3
"X.017.BG98","BGJ398",46,347.1,26.1
"X.017.BG98","BGJ398",50,382.5,26.4
"X.017.BG98","BGJ398",53,414.4,26.4
"X.017.BG98","BGJ398",58,474.4,24.5
"X.017.BG98","BGJ398",64,319,23.3
"X.017.BG98","BGJ398",69,294.9,23.2
"X.017.BG98","BGJ398",74,206.9,23.5
"X.017.BG98","BGJ398",79,166,22
"X.017.BG98","BGJ398",84,124.2,22.4
"X.017.BG98","BGJ398",87,98.5,22
"X.017.BG98","BGJ398",95,94.9,21.6
"X.017.BG98","BGJ398",105,106,21.3
"X.017.BG98","BGJ398",109,88.2,20.3
"X.017.BG98","BGJ398",112,97.3,20.8
"X.017.BG98","BGJ398",119,78.3,20.7
"X.017.BG98","BGJ398",127,61.1,19.7
"X.017.BG98","BGJ398",135,50.5,20.1
"X.017.BG98","BGJ398",142,58.1,21.1
"X.017.BG98","BGJ398",148,65.9,20.6
"X.017.BG98","BGJ398",155,73.1,20.3
"X.017.BG98","BGJ398",162,73.4,21.3
"X.017.BG98","BGJ398",170,58.8,20.4
"X.017.BG98","BGJ398",177,59.8,21.3
"X.017.biib","binimetinib",0,228.3,26.1
"X.017.biib","binimetinib",5,236.8,24.6
"X.017.biib","binimetinib",10,287.1,23.6
"X.017.biib","binimetinib",14,338.6,24.1
"X.017.biib","binimetinib",18,260.7,24.2
"X.017.biib","binimetinib",21,241.4,25.5
"X.017.biib","binimetinib",25,335,25.3
"X.017.biib","binimetinib",28,311,24.7
"X.017.biib","binimetinib",32,371.5,25
"X.017.biib","binimetinib",36,331.2,24.9
"X.017.biib","binimetinib",42,661.7,28
"X.017.biib","binimetinib",47,537.6,25.8
"X.017.biib","binimetinib",50,564.1,25.6
"X.017.biib","binimetinib",53,406.1,25.2
"X.017.biib","binimetinib",56,531.9,25
"X.017.biib","binimetinib",61,641.9,25.5
"X.017.BK20","BKM120",0,200.2,24.8
"X.017.BK20","BKM120",3,205.4,26
"X.017.BK20","BKM120",6,236.2,25.6
"X.017.BK20","BKM120",12,281,26.4
"X.017.BK20","BKM120",16,306.9,26.7
"X.017.BK20","BKM120",20,351.6,28
"X.017.BK20","BKM120",23,352.7,27.7
"X.017.BK20","BKM120",28,386.6,28.2
"X.017.BK20","BKM120",32,373.4,28.3
"X.017.BK20","BKM120",37,402.3,28.5
"X.017.BK20","BKM120",41,391.5,28.4
"X.017.BK20","BKM120",45,446,27.2
"X.017.BK20","BKM120",49,448.5,26.6
"X.017.BK20","BKM120",52,442.1,25.8
"X.017.BK20","BKM120",56,404.1,25.7
"X.017.BK20","BKM120",59,439.1,26
"X.017.BK20","BKM120",64,438.2,24.3
"X.017.BK20","BKM120",70,441.3,23.9
"X.017.BK20","BKM120",75,474.4,22.9
"X.017.BK20","BKM120",80,472.5,22.4
"X.017.BK20","BKM120",85,369.1,20.6
"X.017.BK20","BKM120",90,397,20.6
"X.017.BK20","BKM120",93,432.7,20.4
"X.017.BK20","BKM120",101,715.1,21.4
"X.017.BK20","BKM120",111,684.2,22.9
"X.017.BY19","BYL719",0,201.5,22.2
"X.017.BY19","BYL719",3,197.7,23
"X.017.BY19","BYL719",6,201.3,20.9
"X.017.BY19","BYL719",12,223.6,22.1
"X.017.BY19","BYL719",16,213,22.8
"X.017.BY19","BYL719",20,231.2,22.6
"X.017.BY19","BYL719",23,232.9,22.4
"X.017.BY19","BYL719",28,241.2,21.4
"X.017.BY19","BYL719",32,227.7,21.5
"X.017.BY19","BYL719",37,242.5,20.5
"X.017.BY19","BYL719",41,257.9,20
"X.017.BY19","BYL719",45,260.9,18.9
"X.017.BY19","BYL719",49,264.1,17.4
"X.017.BY19","BYL719",52,304.2,18.9
"X.017.BY19","BYL719",56,310.3,19.6
"X.017.BY19","BYL719",59,313.5,20.2
"X.017.BY19","BYL719",64,367.9,19.6
"X.017.BY19","BYL719",70,377.2,17.5
"X.017.BY19","BYL719",75,360.9,18
"X.017.BY19","BYL719",80,383,18.9
"X.017.BY19","BYL719",85,410.9,19.7
"X.017.BY19","BYL719",90,412.6,19.8
"X.017.BY19","BYL719",93,386.7,20.4
"X.017.BY19","BYL719",101,454.4,20
"X.017.BY19","BYL719",111,473.1,20.2
"X.017.BY19","BYL719",115,484.2,20.2
"X.017.BY19","BYL719",118,467.4,20.6
"X.017.BY19","BYL719",125,583.1,23.2
"X.017.BY19.HS90","BYL719 + HSP990",0,228.6,26.6
"X.017.BY19.HS90","BYL719 + HSP990",5,215.3,19.1
"X.017.BY19.HS90","BYL719 + HSP990",9,179.3,19.4
"X.017.BY19.HS90","BYL719 + HSP990",13,187.2,21
"X.017.BY19.HS90","BYL719 + HSP990",16,192,25.2
"X.017.BY19.HS90","BYL719 + HSP990",20,233,24.6
"X.017.BY19.HS90","BYL719 + HSP990",23,304.7,25.7
"X.017.BY19.HS90","BYL719 + HSP990",27,288.3,25.8
"X.017.BY19.HS90","BYL719 + HSP990",31,310.9,NA
"X.017.BY19.HS90","BYL719 + HSP990",37,298,22.3
"X.017.BY19.HS90","BYL719 + HSP990",42,387,23.4
"X.017.BY19.HS90","BYL719 + HSP990",45,434.7,24.1
"X.017.BY19.HS90","BYL719 + HSP990",48,465.5,24
"X.017.BY19.HS90","BYL719 + HSP990",51,443.1,23.2
"X.017.BY19.HS90","BYL719 + HSP990",56,368.3,21.3
"X.017.BY19.HS90","BYL719 + HSP990",59,395.9,22
"X.017.BY19.HS90","BYL719 + HSP990",66,412.5,21.3
"X.017.BY19.HS90","BYL719 + HSP990",70,442.8,22.2
"X.017.BY19.HS90","BYL719 + HSP990",74,405,21.5
"X.017.BY19.HS90","BYL719 + HSP990",80,411.8,23.6
"X.017.BY19.HS90","BYL719 + HSP990",87,572.9,23.3
"X.017.BY19.HS90","BYL719 + HSP990",91,612.7,23.7
"X.017.BY19.HS90","BYL719 + HSP990",97,575.4,22.3
"X.017.BY19.LJ16","BYL719 + LJM716",0,230.4,24.5
"X.017.BY19.LJ16","BYL719 + LJM716",5,282.4,25.3
"X.017.BY19.LJ16","BYL719 + LJM716",9,235.3,24.2
"X.017.BY19.LJ16","BYL719 + LJM716",13,196.7,24.5
"X.017.BY19.LJ16","BYL719 + LJM716",16,163,24.2
"X.017.BY19.LJ16","BYL719 + LJM716",20,199.8,21.6
"X.017.BY19.LJ16","BYL719 + LJM716",23,304.7,21.9
"X.017.BY19.LJ16","BYL719 + LJM716",27,209.6,23.3
"X.017.BY19.LJ16","BYL719 + LJM716",31,202,24
"X.017.BY19.LJ16","BYL719 + LJM716",37,229.2,23.8
"X.017.BY19.LJ16","BYL719 + LJM716",42,390.5,23.8
"X.017.BY19.LJ16","BYL719 + LJM716",45,267.1,23
"X.017.BY19.LJ16","BYL719 + LJM716",48,280.1,22.3
"X.017.BY19.LJ16","BYL719 + LJM716",51,276.9,22.7
"X.017.BY19.LJ16","BYL719 + LJM716",56,301.8,24.1
"X.017.BY19.LJ16","BYL719 + LJM716",59,341.1,24
"X.017.BY19.LJ16","BYL719 + LJM716",63,315.7,24.1
"X.017.BY19.LJ16","BYL719 + LJM716",66,354.8,23.8
"X.017.BY19.LJ16","BYL719 + LJM716",70,398.1,23.7
"X.017.BY19.LJ16","BYL719 + LJM716",74,355.7,23
"X.017.BY19.LJ16","BYL719 + LJM716",80,509.2,23.2
"X.017.BY19.LJ16","BYL719 + LJM716",87,840.8,23
"X.017.CL57","CLR457",0,239.5,25.4
"X.017.CL57","CLR457",5,237.1,27.8
"X.017.CL57","CLR457",10,247.5,25.8
"X.017.CL57","CLR457",14,302.2,25.5
"X.017.CL57","CLR457",18,248.4,27
"X.017.CL57","CLR457",21,280,28.2
"X.017.CL57","CLR457",25,353.6,27.7
"X.017.CL57","CLR457",28,342.3,28.2
